tconst,ordering,nconst,category,job,characters
tt0000920,6,nm0005658,cinematographer,\N,\N
tt0000920,7,nm0732651,actress,\N,"[""The Maid"",""In Crowd""]"
tt0000920,8,nm0038106,actress,\N,"[""In Crowd""]"
tt0000920,9,nm0043018,actor,\N,"[""In Crowd""]"
tt0000921,10,nm0601698,actor,\N,"[""In Office""]"
tt0000921,1,nm0173994,actor,\N,"[""Edward Jones""]"
tt0000921,2,nm0492757,actress,\N,"[""Mrs. Jones""]"
tt0000921,3,nm0784407,actor,\N,"[""Dick Smith""]"
tt0000921,4,nm0277411,actress,\N,"[""The Lady Book Agent""]"
tt0000921,5,nm0000428,director,\N,\N
tt0000921,6,nm0005658,cinematographer,\N,\N
tt0000921,7,nm0038106,actress,\N,\N
tt0000921,8,nm0311375,actor,\N,"[""In Office""]"
tt0000921,9,nm0366008,actor,\N,"[""Messenger""]"
tt0000922,10,nm0587097,actor,\N,"[""Theatre Man""]"
tt0000922,1,nm0173994,actor,\N,"[""Mr. Jones""]"
tt0000922,2,nm0492757,actress,\N,"[""Mrs. Jones""]"
tt0000922,3,nm0038106,actress,\N,"[""The Maid""]"
tt0000922,4,nm0102858,actress,\N,\N
tt0000922,5,nm0000428,director,\N,\N
tt0000922,6,nm0005658,cinematographer,\N,\N
tt0000922,7,nm0311375,actor,\N,"[""Theatre Man""]"
tt0000922,8,nm0376829,actress,\N,"[""Theatre Woman""]"
tt0000922,9,nm0502701,actress,\N,"[""Mrs. Trouble""]"
tt0000923,1,nm0063413,director,\N,\N
tt0000923,2,nm0550220,director,\N,\N
tt0000923,3,nm0063412,cinematographer,\N,\N
tt0000924,1,nm0169871,director,\N,\N
tt0000925,1,nm0001908,actor,\N,\N
tt0000925,2,nm0607273,actor,\N,"[""Tom Ripley""]"
tt0000926,1,nm0063413,director,\N,\N
tt0000926,2,nm0550220,director,\N,\N
tt0000926,3,nm0063412,cinematographer,\N,\N
tt0000926,4,nm0159015,cinematographer,\N,\N
tt0000927,1,nm0808310,director,\N,\N
tt0000928,10,nm0401967,actor,\N,"[""Fool""]"
tt0000928,1,nm0710362,actor,\N,"[""King Lear""]"
tt0000928,2,nm0037789,actress,\N,"[""Regan""]"
tt0000928,3,nm0041669,actress,\N,"[""Goneril"",""Regan""]"
tt0000928,4,nm0007221,actor,\N,"[""Undetermined role""]"
tt0000928,5,nm0085865,director,\N,\N
tt0000928,6,nm0612348,writer,writer,\N
tt0000928,7,nm0000636,writer,play,\N
tt0000928,8,nm0298301,actress,\N,"[""Cordelia""]"
tt0000928,9,nm0330352,actress,\N,"[""Cordelia""]"
tt0000929,1,nm0066941,actor,\N,\N
tt0000929,2,nm0170183,actor,\N,\N
tt0000929,3,nm0092290,actor,\N,\N
tt0000929,4,nm0093361,director,\N,\N
tt0000929,5,nm1902148,producer,producer,\N
tt0000929,6,nm0667386,cinematographer,\N,\N
tt0000930,1,nm0092290,actor,\N,\N
tt0000930,2,nm0093361,director,\N,\N
tt0000930,3,nm0091426,cinematographer,\N,\N
tt0000931,1,nm0119164,actress,\N,\N
tt0000931,2,nm5227669,actress,\N,\N
tt0000931,3,nm0488932,actor,\N,\N
tt0000931,4,nm0804632,actor,\N,\N
tt0000931,5,nm0937628,actor,\N,\N
tt0000931,6,nm1834127,actress,\N,\N
tt0000931,7,nm3412368,actor,\N,\N
tt0000932,10,nm0776198,actor,\N,\N
tt0000932,1,nm0088881,actor,\N,\N
tt0000932,2,nm5227669,actress,\N,\N
tt0000932,3,nm0488932,actor,\N,\N
tt0000932,4,nm2528881,actor,\N,\N
tt0000932,5,nm5600037,writer,\N,\N
tt0000932,6,nm0333175,cinematographer,\N,\N
tt0000932,7,nm1069712,actress,\N,\N
tt0000932,8,nm0526168,actor,\N,\N
tt0000932,9,nm0684773,actor,\N,\N
tt0000933,10,nm0534221,actress,\N,"[""Second Maid (unconfirmed)""]"
tt0000933,1,nm0492757,actress,\N,"[""Lady Helen""]"
tt0000933,2,nm0076202,actress,\N,\N
tt0000933,3,nm0173994,actor,\N,"[""Dinner Guest""]"
tt0000933,4,nm0376829,actress,\N,"[""The Friend""]"
tt0000933,5,nm0000428,director,\N,\N
tt0000933,6,nm0853193,writer,writer,\N
tt0000933,7,nm0005658,cinematographer,\N,\N
tt0000933,8,nm0409390,actor,\N,"[""The Father""]"
tt0000933,9,nm0424530,actor,\N,"[""Dinner Guest""]"
tt0000934,1,nm0629589,actor,\N,"[""The Colonel""]"
tt0000934,2,nm0502701,actress,\N,"[""One of the Colonel's Nieces""]"
tt0000934,3,nm0038106,actress,\N,"[""One of the Colonel's Nieces""]"
tt0000934,4,nm0784407,actor,\N,"[""Big Serpent""]"
tt0000934,5,nm0000428,director,\N,\N
tt0000934,6,nm0178126,writer,"novels ""The Leather-Stocking Tales""",\N
tt0000934,7,nm0853193,writer,writer,\N
tt0000934,8,nm0005658,cinematographer,\N,\N
tt0000934,9,nm0555522,cinematographer,\N,\N
tt0000935,10,nm0262757,actor,\N,"[""At the Ball""]"
tt0000935,1,nm0502701,actress,\N,"[""Vivian""]"
tt0000935,2,nm0681933,actress,\N,"[""Daisy""]"
tt0000935,3,nm0366511,actress,\N,"[""Grace""]"
tt0000935,4,nm0115524,actress,\N,"[""The Girls' Mother""]"
tt0000935,5,nm0000428,director,\N,\N
tt0000935,6,nm0005658,cinematographer,\N,\N
tt0000935,7,nm0601698,actor,\N,"[""Carl Wagner""]"
tt0000935,8,nm0629589,actor,\N,"[""The Older Doctor""]"
tt0000935,9,nm0424530,actor,\N,"[""The Younger Doctor"",""At the Ball""]"
tt0000936,10,nm0262757,actor,\N,"[""Fisherman in First Port""]"
tt0000936,1,nm0038106,actress,\N,"[""Emily""]"
tt0000936,2,nm0629589,actor,\N,"[""Joe""]"
tt0000936,3,nm0456804,actor,\N,"[""Bill""]"
tt0000936,4,nm0115524,actress,\N,"[""The Mother""]"
tt0000936,5,nm0000428,director,\N,\N
tt0000936,6,nm0853193,writer,writer,\N
tt0000936,7,nm0005658,cinematographer,\N,\N
tt0000936,8,nm0502701,actress,\N,"[""The Second Wife""]"
tt0000936,9,nm0922044,actress,\N,"[""The Second Wife's Friend""]"
tt0000938,10,nm0601698,actor,\N,"[""In Boarding House""]"
tt0000938,1,nm0681933,actress,\N,"[""Little Darling""]"
tt0000938,2,nm0043018,actor,\N,"[""In Boarding House""]"
tt0000938,3,nm0163559,actor,\N,"[""In Boarding House""]"
tt0000938,4,nm0173994,actor,\N,"[""In Boarding House""]"
tt0000938,5,nm0000428,director,\N,\N
tt0000938,6,nm0005658,cinematographer,\N,\N
tt0000938,7,nm0366008,actor,\N,\N
tt0000938,8,nm0424530,actor,\N,"[""In Boarding House""]"
tt0000938,9,nm0456804,actor,\N,"[""In Store""]"
tt0000939,10,nm0629589,actor,\N,"[""Man in Schoolroom""]"
tt0000939,1,nm0681933,actress,\N,"[""The Little Teacher""]"
tt0000939,2,nm0424530,actor,\N,"[""Jack Browning""]"
tt0000939,3,nm0226992,actor,\N,"[""Dave - the Bully""]"
tt0000939,4,nm0115524,actress,\N,"[""The Mother""]"
tt0000939,5,nm0000428,director,\N,\N
tt0000939,6,nm0005658,cinematographer,\N,\N
tt0000939,7,nm0555522,cinematographer,\N,\N
tt0000939,8,nm0250676,actress,\N,"[""Student""]"
tt0000939,9,nm0354803,actress,\N,"[""Student""]"
tt0000940,1,nm0531584,actor,\N,\N
tt0000940,2,nm0298301,actress,\N,\N
tt0000940,3,nm0789748,actor,\N,\N
tt0000940,4,nm0205986,director,\N,\N
tt0000940,5,nm0779797,writer,story,\N
tt0000941,1,nm0034453,actor,\N,\N
tt0000941,2,nm0140054,actor,\N,\N
tt0000941,3,nm0243918,actor,\N,\N
tt0000941,4,nm0294022,actress,\N,\N
tt0000941,5,nm0063413,director,\N,\N
tt0000941,6,nm0550220,director,\N,\N
tt0000941,7,nm0848502,writer,play,\N
tt0000942,10,nm0555522,cinematographer,\N,\N
tt0000942,1,nm0587097,actor,\N,"[""Robert Cullison""]"
tt0000942,2,nm0502701,actress,\N,"[""Mrs. Robert Cullison""]"
tt0000942,3,nm0681933,actress,\N,"[""One of the Cullison Children""]"
tt0000942,4,nm0250676,actress,\N,"[""One of the Cullison Children""]"
tt0000942,5,nm0000428,director,\N,\N
tt0000942,6,nm4117830,writer,"novel ""Au Téléphone"" by",\N
tt0000942,7,nm0520524,writer,play,\N
tt0000942,8,nm0784407,writer,writer,\N
tt0000942,9,nm0005658,cinematographer,\N,\N
tt0000943,10,nm0043018,actor,\N,"[""Plotter""]"
tt0000943,1,nm0376829,actress,\N,"[""The Duchess""]"
tt0000943,2,nm0424530,actor,\N,"[""The Duke""]"
tt0000943,3,nm0502701,actress,\N,"[""Their Daughter""]"
tt0000943,4,nm0813603,actor,\N,"[""One of the Daughter's Suitors""]"
tt0000943,5,nm0000428,director,\N,\N
tt0000943,6,nm0005658,cinematographer,\N,\N
tt0000943,7,nm0555522,cinematographer,\N,\N
tt0000943,8,nm0409390,actor,\N,"[""One of the Daughter's Suitors""]"
tt0000943,9,nm0038106,actress,\N,"[""Lady-in-Waiting""]"
tt0000944,1,nm0294276,director,\N,\N
tt0000944,2,nm0378408,producer,producer,\N
tt0000945,10,nm0813603,actor,\N,"[""Jim's Friend""]"
tt0000945,1,nm0502701,actress,\N,"[""Gertrude""]"
tt0000945,2,nm0784407,actor,\N,"[""Jack""]"
tt0000945,3,nm0949133,actor,\N,"[""Jim - the First Husband""]"
tt0000945,4,nm0376829,actress,\N,"[""The Mother""]"
tt0000945,5,nm0000428,director,\N,\N
tt0000945,6,nm0853193,writer,writer,\N
tt0000945,7,nm0005658,cinematographer,\N,\N
tt0000945,8,nm0555522,cinematographer,\N,\N
tt0000945,9,nm0587097,actor,\N,"[""The Father""]"
tt0000946,10,nm0038106,actress,\N,"[""Rich Woman""]"
tt0000946,1,nm0502701,actress,\N,"[""Isabelle""]"
tt0000946,2,nm0813603,actor,\N,"[""Enrico""]"
tt0000946,3,nm0492757,actress,\N,"[""Veronica""]"
tt0000946,4,nm0376829,actress,\N,"[""Veronica's Partner""]"
tt0000946,5,nm0000428,director,\N,\N
tt0000946,6,nm0005658,cinematographer,\N,\N
tt0000946,7,nm0555522,cinematographer,\N,\N
tt0000946,8,nm0409390,actor,\N,"[""Second Suitor""]"
tt0000946,9,nm0601698,actor,\N,"[""Rich Man""]"
tt0000947,1,nm0488932,actor,\N,\N
tt0000947,2,nm0814379,actress,\N,\N
tt0000948,1,nm0304098,writer,writer,\N
tt0000950,1,nm0135493,actor,\N,"[""Macbeth""]"
tt0000950,2,nm0143332,actress,\N,"[""Lady Macbeth""]"
tt0000950,3,nm0658775,actor,\N,\N
tt0000950,4,nm1301649,actor,\N,\N
tt0000950,5,nm0143333,director,\N,\N
tt0000950,6,nm0000636,writer,play,\N
tt0000951,1,nm0088881,actor,\N,\N
tt0000951,2,nm5227669,actress,\N,\N
tt0000951,3,nm0488932,actor,\N,"[""Napoleon Bonaparte""]"
tt0000951,4,nm0804632,actor,\N,\N
tt0000951,5,nm0603447,writer,play,\N
tt0000951,6,nm0765026,writer,play,\N
tt0000951,7,nm0937628,actor,\N,\N
tt0000952,1,nm0130633,actor,\N,"[""General""]"
tt0000952,2,nm0220460,actress,\N,"[""Madame de Langeais""]"
tt0000953,1,nm0001908,actor,\N,\N
tt0000954,1,nm0000428,director,\N,\N
tt0000955,1,nm0842239,actress,\N,\N
tt0000956,1,nm0376829,actress,\N,"[""Margie - the Cook""]"
tt0000956,2,nm0502701,actress,\N,"[""Mrs. Holland""]"
tt0000956,3,nm0813603,actor,\N,"[""Mr. Holland""]"
tt0000956,4,nm0102858,actress,\N,\N
tt0000956,5,nm0000428,director,\N,\N
tt0000956,6,nm0005658,cinematographer,\N,\N
tt0000956,7,nm0311375,actor,\N,"[""Policeman""]"
tt0000956,8,nm0587097,actor,\N,\N
tt0000956,9,nm0784407,actor,\N,"[""Policeman""]"
tt0000957,1,nm0511729,actor,\N,\N
tt0000957,2,nm0888708,actor,\N,"[""Oncle Gaston""]"
tt0000957,3,nm0596942,writer,comedy,\N
tt0000958,10,nm1352982,actress,\N,"[""At Party""]"
tt0000958,1,nm0492757,actress,\N,"[""Mrs. Ross""]"
tt0000958,2,nm0214651,actress,\N,"[""Mrs. Ross's Daughter""]"
tt0000958,3,nm0502701,actress,\N,"[""Mrs. Parker""]"
tt0000958,4,nm0038106,actress,\N,"[""Telephone Operator"",""At Party""]"
tt0000958,5,nm0000428,director,\N,\N
tt0000958,6,nm0005658,cinematographer,\N,\N
tt0000958,7,nm0102858,actress,\N,\N
tt0000958,8,nm0250676,actress,\N,\N
tt0000958,9,nm0376829,actress,\N,"[""At Party""]"
tt0000959,1,nm0185426,director,\N,\N
tt0000959,2,nm0870831,cinematographer,\N,\N
tt0000960,10,nm0784407,actor,\N,"[""Indian""]"
tt0000960,1,nm0492757,actress,\N,"[""Rising Moon""]"
tt0000960,2,nm0288616,actor,\N,"[""Chief Great Elk Horn""]"
tt0000960,3,nm0601698,actor,\N,"[""Little Bear""]"
tt0000960,4,nm0456804,actor,\N,"[""Standing Rock""]"
tt0000960,5,nm0000428,director,\N,\N
tt0000960,6,nm0853193,writer,writer,\N
tt0000960,7,nm0005658,cinematographer,\N,\N
tt0000960,8,nm0424530,actor,\N,"[""Indian""]"
tt0000960,9,nm0656425,actor,\N,"[""Indian""]"
tt0000961,10,nm0534221,actress,\N,\N
tt0000961,1,nm0288616,actor,\N,"[""Harold Woodson""]"
tt0000961,2,nm0456804,actor,\N,"[""David Williams""]"
tt0000961,3,nm0366008,actor,\N,"[""Farm Boy""]"
tt0000961,4,nm0250676,actress,\N,"[""In Crowd""]"
tt0000961,5,nm0000428,director,\N,\N
tt0000961,6,nm0940488,writer,writer,\N
tt0000961,7,nm0005658,cinematographer,\N,\N
tt0000961,8,nm0555522,cinematographer,\N,\N
tt0000961,9,nm0424530,actor,\N,\N
tt0000962,1,nm0681933,actress,\N,"[""The Señorita""]"
tt0000962,2,nm0704334,actor,\N,"[""American Soldier""]"
tt0000962,3,nm0456804,actor,\N,"[""Mexican in Bar""]"
tt0000962,4,nm0674185,actor,\N,"[""The Señorita's Sweetheart""]"
tt0000962,5,nm0000428,director,\N,\N
tt0000962,6,nm0005658,cinematographer,\N,\N
tt0000962,7,nm0784407,actor,\N,"[""Mexican in Bar""]"
tt0000963,1,nm0001908,actor,\N,"[""The Sheriff""]"
tt0000963,2,nm0878035,actor,\N,\N
tt0000964,10,nm0366511,actress,\N,"[""Eleanor's Maid""]"
tt0000964,1,nm0704334,actor,\N,"[""Frank""]"
tt0000964,2,nm0681933,actress,\N,"[""Eleanor""]"
tt0000964,3,nm0922044,actress,\N,"[""Mercedes""]"
tt0000964,4,nm0115524,actress,\N,"[""Eleanor's Mother""]"
tt0000964,5,nm0000428,director,\N,\N
tt0000964,6,nm0005658,cinematographer,\N,\N
tt0000964,7,nm0555522,cinematographer,\N,\N
tt0000964,8,nm0784407,actor,\N,"[""Sergeant Reginald Vandyke Worthington""]"
tt0000964,9,nm0629589,actor,\N,"[""Frank's Friend""]"
tt0000965,1,nm0878035,actor,\N,"[""The Burglar""]"
tt0000965,2,nm0001908,director,\N,\N
tt0000966,10,nm0330352,actress,\N,"[""Helena""]"
tt0000966,1,nm0010017,actor,\N,"[""Demetrius""]"
tt0000966,2,nm0152323,actor,\N,"[""Quince""]"
tt0000966,3,nm0182537,actress,\N,"[""Fairy""]"
tt0000966,4,nm0182557,actress,\N,"[""Fairy""]"
tt0000966,5,nm0448682,director,\N,\N
tt0000966,6,nm0085865,director,co-director,\N
tt0000966,7,nm0612348,writer,scenario,\N
tt0000966,8,nm0000636,writer,play,\N
tt0000966,9,nm0007221,actor,\N,"[""Lysander""]"
tt0000967,10,nm0642722,actor,\N,"[""At Party""]"
tt0000967,1,nm0424530,actor,\N,"[""Henry Woodson""]"
tt0000967,2,nm0038106,actress,\N,"[""Hulda - the Maid""]"
tt0000967,3,nm0502701,actress,\N,"[""Nellie""]"
tt0000967,4,nm0173994,actor,\N,"[""Delivery Man""]"
tt0000967,5,nm0000428,director,\N,\N
tt0000967,6,nm0005658,cinematographer,\N,\N
tt0000967,7,nm0125164,actor,\N,"[""In Editor's Office""]"
tt0000967,8,nm0163559,actor,\N,"[""In Editor's Office""]"
tt0000967,9,nm0601698,actor,\N,"[""At Party""]"
tt0000968,1,nm0294276,director,\N,\N
tt0000968,2,nm0378408,producer,producer,\N
tt0000969,1,nm0710362,actor,\N,"[""Javert""]"
tt0000969,2,nm0007221,actor,\N,"[""Jean Valjean""]"
tt0000969,3,nm0623817,actress,\N,\N
tt0000969,4,nm0531584,actor,\N,\N
tt0000969,5,nm0085865,director,\N,\N
tt0000969,6,nm0401076,writer,novel,\N
tt0000970,10,nm1779686,actress,\N,"[""La muse de Molière""]"
tt0000970,1,nm0045867,actor,\N,"[""Molière""]"
tt0000970,2,nm0304098,actor,\N,"[""Molière jeune""]"
tt0000970,3,nm0195544,actor,\N,"[""Louis XIV""]"
tt0000970,4,nm1333629,actress,\N,"[""Armande Béjart""]"
tt0000970,5,nm0674600,director,\N,\N
tt0000970,6,nm0275421,writer,writer,\N
tt0000970,7,nm0817414,cinematographer,\N,\N
tt0000970,8,nm0307872,production_designer,\N,\N
tt0000970,9,nm1779176,actress,\N,"[""La servante La Forest""]"
tt0000971,1,nm0024344,actor,\N,"[""Molenaar""]"
tt0000971,2,nm0077702,actor,\N,"[""Verliefde mededinger""]"
tt0000971,3,nm0767008,actress,\N,"[""Johanna""]"
tt0000971,4,nm0532622,director,\N,\N
tt0000971,5,nm0084690,cinematographer,\N,\N
tt0000972,10,nm0642722,actor,\N,"[""The Sheriff""]"
tt0000972,1,nm0681933,actress,\N,"[""Harum-Scarum - a Mountain Girl""]"
tt0000972,2,nm0601698,actor,\N,"[""The Mountain Girl's Suitor""]"
tt0000972,3,nm0456804,actor,\N,"[""The Mountain Girl's Brother""]"
tt0000972,4,nm0115524,actress,\N,"[""The Mountain Girl's Mother""]"
tt0000972,5,nm0000428,director,\N,\N
tt0000972,6,nm0940488,writer,writer,\N
tt0000972,7,nm0005658,cinematographer,\N,\N
tt0000972,8,nm0629589,actor,\N,"[""The Mountain Girl's Father""]"
tt0000972,9,nm0424530,actor,\N,"[""A Traveler From The Valley""]"
tt0000974,10,nm0376829,actress,\N,"[""Guest""]"
tt0000974,1,nm0173994,actor,\N,"[""Mr. Jones""]"
tt0000974,2,nm0492757,actress,\N,"[""Mrs. Jones""]"
tt0000974,3,nm0038106,actress,\N,"[""The Maid""]"
tt0000974,4,nm0366008,actor,\N,"[""The Messenger""]"
tt0000974,5,nm0000428,director,\N,\N
tt0000974,6,nm0940488,writer,writer,\N
tt0000974,7,nm1972946,composer,\N,\N
tt0000974,8,nm0005658,cinematographer,\N,\N
tt0000974,9,nm0277411,actress,\N,"[""Guest""]"
tt0000975,10,nm0642722,actor,\N,"[""At Club""]"
tt0000975,1,nm0173994,actor,\N,"[""Mr. Jones""]"
tt0000975,2,nm0492757,actress,\N,"[""Mrs. Jones""]"
tt0000975,3,nm0784407,actor,\N,"[""The Burglar""]"
tt0000975,4,nm0125164,actor,\N,"[""At Club""]"
tt0000975,5,nm0000428,director,\N,\N
tt0000975,6,nm0005658,cinematographer,\N,\N
tt0000975,7,nm0555522,cinematographer,\N,\N
tt0000975,8,nm0424530,actor,\N,"[""At Club""]"
tt0000975,9,nm0601698,actor,\N,"[""At Club""]"
tt0000976,1,nm0173994,actor,\N,"[""Mr. Jones""]"
tt0000976,2,nm0492757,actress,\N,"[""Mrs. Jones""]"
tt0000976,3,nm0642722,actor,\N,"[""The Repairman""]"
tt0000976,4,nm0076202,actress,\N,\N
tt0000976,5,nm0000428,director,\N,\N
tt0000976,6,nm0005658,cinematographer,\N,\N
tt0000976,7,nm0784407,actor,\N,\N
tt0000977,1,nm0092290,actor,\N,\N
tt0000977,2,nm1902148,producer,producer,\N
tt0000977,3,nm0667386,cinematographer,\N,\N
tt0000978,1,nm0488932,actor,\N,\N
tt0000979,1,nm0401967,actor,\N,"[""Napoleon""]"
tt0000979,2,nm0012317,actor,\N,\N
tt0000979,3,nm0037789,actress,\N,\N
tt0000979,4,nm0680383,actor,\N,\N
tt0000979,5,nm0085865,director,\N,\N
tt0000979,6,nm0612348,writer,scenario,\N
tt0000980,1,nm0294276,director,\N,\N
tt0000980,2,nm0378408,producer,producer,\N
tt0000981,10,nm0043018,actor,\N,"[""In Pawnshop""]"
tt0000981,1,nm0455237,actress,\N,"[""Harriet Leroque Kendrick""]"
tt0000981,2,nm0697944,actor,\N,"[""John Kendrick""]"
tt0000981,3,nm0364516,actress,\N,"[""Owner of Necklace (unconfirmed)""]"
tt0000981,4,nm0681933,actress,\N,"[""The Maid"",""In Pawnshop""]"
tt0000981,5,nm0000428,director,\N,\N
tt0000981,6,nm0940488,writer,writer,\N
tt0000981,7,nm0560943,writer,novel,\N
tt0000981,8,nm0005658,cinematographer,\N,\N
tt0000981,9,nm0555522,cinematographer,\N,\N
tt0000982,1,nm0294276,director,\N,\N
tt0000982,2,nm0378408,producer,producer,\N
tt0000983,1,nm0502701,actress,\N,"[""The Woman""]"
tt0000983,2,nm0784407,actor,\N,"[""The Thief""]"
tt0000983,3,nm0424530,actor,\N,"[""Helper""]"
tt0000983,4,nm0697944,actor,\N,"[""Helper""]"
tt0000983,5,nm0000428,director,\N,\N
tt0000983,6,nm0005658,cinematographer,\N,\N
tt0000984,1,nm0023107,director,\N,\N
tt0000985,10,nm0502701,actress,\N,"[""Factory Employee""]"
tt0000985,1,nm0492757,actress,\N,"[""Ella Berling""]"
tt0000985,2,nm0376829,actress,\N,"[""The Mother""]"
tt0000985,3,nm0642722,actor,\N,"[""The Messenger"",""Factory Employee""]"
tt0000985,4,nm0797094,actor,\N,"[""The Butler""]"
tt0000985,5,nm0000428,director,\N,\N
tt0000985,6,nm0173994,actor,\N,"[""In Office""]"
tt0000985,7,nm0366008,actor,\N,"[""In Store""]"
tt0000985,8,nm0409390,actor,\N,"[""Customer Who Finds Note""]"
tt0000985,9,nm0424530,actor,\N,"[""In Office""]"
tt0000986,10,nm0492757,actress,\N,\N
tt0000986,1,nm0424530,actor,\N,"[""The Husband""]"
tt0000986,2,nm0502701,actress,\N,"[""The Wife""]"
tt0000986,3,nm0288616,actor,\N,"[""The Viper""]"
tt0000986,4,nm0262757,actor,\N,"[""In Mob""]"
tt0000986,5,nm0000428,director,\N,\N
tt0000986,6,nm0940488,writer,writer,\N
tt0000986,7,nm0005658,cinematographer,\N,\N
tt0000986,8,nm0366511,actress,\N,"[""Victimized Woman""]"
tt0000986,9,nm0456804,actor,\N,"[""In Mob""]"
tt0000987,1,nm0022607,actor,\N,\N
tt0000987,2,nm0079813,actor,\N,\N
tt0000987,3,nm1069398,actor,\N,\N
tt0000987,4,nm0618000,actor,\N,\N
tt0000987,5,nm0711337,director,\N,\N
tt0000987,6,nm0333175,cinematographer,\N,\N
tt0000987,7,nm2931813,actor,\N,\N
tt0000987,8,nm0834325,actor,\N,\N
tt0000987,9,nm2932070,actor,\N,\N
tt0000988,1,nm0814379,actress,\N,"[""Governess""]"
tt0000988,2,nm0333175,director,\N,\N
tt0000989,1,nm0456804,actor,\N,"[""Zeke Wright""]"
tt0000989,2,nm0704334,actor,\N,"[""Tom Wright - Zeke's Nephew""]"
tt0000989,3,nm0681933,actress,\N,"[""Bessie""]"
tt0000989,4,nm0784407,actor,\N,\N
tt0000989,5,nm0000428,director,\N,\N
tt0000989,6,nm0005658,cinematographer,\N,\N
tt0000990,1,nm0832458,actress,\N,"[""Oliver""]"
tt0000990,2,nm0401967,actor,\N,"[""Fagin""]"
tt0000990,3,nm0652898,actress,\N,"[""Nancy Sykes""]"
tt0000990,4,nm0085865,director,\N,\N
tt0000990,5,nm0002042,writer,novel,\N
tt0000990,6,nm0612348,writer,writer,\N
tt0000991,1,nm0098376,actor,\N,\N
tt0000991,2,nm0366609,actress,\N,\N
tt0000991,3,nm0909639,actor,\N,\N
tt0000991,4,nm0091767,director,\N,\N
tt0000991,5,nm0783152,producer,producer,\N
tt0000992,1,nm0119164,actress,\N,"[""Ruth""]"
tt0000993,10,nm0409390,actor,\N,"[""Customer""]"
tt0000993,1,nm0173994,actor,\N,"[""Jim Smith""]"
tt0000993,2,nm0697944,actor,\N,"[""Hiram Greengage""]"
tt0000993,3,nm0043018,actor,\N,"[""In Store""]"
tt0000993,4,nm0226992,actor,\N,\N
tt0000993,5,nm0000428,director,\N,\N
tt0000993,6,nm0005658,cinematographer,\N,\N
tt0000993,7,nm0555522,cinematographer,\N,\N
tt0000993,8,nm0366008,actor,\N,"[""Customer""]"
tt0000993,9,nm0376829,actress,\N,"[""Customer""]"
tt0000994,1,nm0294276,director,\N,\N
tt0000994,2,nm0378408,producer,producer,\N
tt0000995,10,nm0115524,actress,\N,\N
tt0000995,1,nm0424530,actor,\N,"[""John Murray""]"
tt0000995,2,nm0492757,actress,\N,"[""Mrs. John Murray""]"
tt0000995,3,nm0502701,actress,\N,"[""Sicilian Woman""]"
tt0000995,4,nm0409390,actor,\N,"[""Sicilian Woman's Accomplice""]"
tt0000995,5,nm0000428,director,\N,\N
tt0000995,6,nm0853193,writer,\N,\N
tt0000995,7,nm0555522,cinematographer,\N,\N
tt0000995,8,nm0813603,actor,\N,"[""Doctor""]"
tt0000995,9,nm0038106,actress,\N,"[""Nurse""]"
tt0000996,1,nm0294276,director,\N,\N
tt0000996,2,nm0378408,producer,producer,\N
tt0000997,10,nm0035187,actor,\N,\N
tt0000997,1,nm0629589,actor,\N,"[""George""]"
tt0000997,2,nm0115524,actress,\N,"[""Hetty""]"
tt0000997,3,nm0354803,actress,\N,"[""Hetty's Niece - Mary - as a Child""]"
tt0000997,4,nm0732651,actress,\N,"[""Hetty's Niece - Mary - as an Adult""]"
tt0000997,5,nm0000428,director,\N,\N
tt0000997,6,nm0940488,writer,writer,\N
tt0000997,7,nm0005658,cinematographer,\N,\N
tt0000997,8,nm0601698,actor,\N,"[""George's Nephew - Jack""]"
tt0000997,9,nm0784407,actor,\N,"[""Hetty's Brother-in-Law""]"
tt0000998,1,nm0304862,actor,\N,"[""Othello""]"
tt0000998,2,nm0503227,actress,\N,"[""Desdemona""]"
tt0000998,3,nm0232370,actor,\N,"[""Iago""]"
tt0000998,4,nm0626131,actor,\N,"[""Cassio""]"
tt0000998,5,nm0266080,director,\N,\N
tt0000998,6,nm0000636,writer,"play ""Othello""",\N
tt0000998,7,nm0679086,actor,\N,"[""Duke of Venice""]"
tt0000998,8,nm0094801,actor,\N,\N
tt0000999,1,nm0119164,actress,\N,\N
tt0000999,2,nm0421945,actress,\N,\N
tt0000999,3,nm0488932,actor,\N,\N
tt0000999,4,nm0526168,actor,\N,\N
tt0000999,5,nm0333175,cinematographer,\N,\N
tt0000999,6,nm0684773,actor,\N,"[""Paul Wang""]"
tt0000999,7,nm0814379,actress,\N,\N
tt0000999,8,nm0937628,actor,\N,\N
tt0001000,10,nm0424530,actor,\N,"[""Policeman"",""In Store""]"
tt0001000,1,nm0173994,actor,\N,"[""Mr. Jones""]"
tt0001000,2,nm0492757,actress,\N,"[""Mrs. Jones""]"
tt0001000,3,nm0376829,actress,\N,"[""The Maid""]"
tt0001000,4,nm0038106,actress,\N,"[""Visitor""]"
tt0001000,5,nm0000428,director,\N,\N
